Name,Position,OverallRating
Fred VanVleet,SF,69
Furkan Korkmaz,SF,74
George Hill,SF,69
Gerald Green,SF,69
Giannis Antetokounmpo,SF,72
Glenn Robinson III,SF,71
Goran Dragic,SF,71
Gorgui Dieng,SF,69
Greg Monroe,SF,70
Guerschon Yabusele,SF,67
Hassan Whiteside,SF,69
Ian Clark,SF,69
Ian Mahinmi,SF,70
JJ Redick,SF,70
JR Smith,SF,68
JaVale McGee,SF,70
Jabari Parker,SF,70
Jae Crowder,SF,69
Jake Layman,SF,73
Jakob Poeltl,SF,70
Jamal Crawford,SF,70
James Harden,SF,73
James Johnson,SF,71
Jason Smith,SF,64
Jason Terry,SF,68
Jaylen Brown,SF,70
Jayson Tatum,SF,70
Jeff Green,SF,69
Jeff Teague,SF,71
Jerami Grant,SF,69
Jerryd Bayless,SF,64
Jimmy Butler,SF,70
Joe Ingles,SF,70
Joe Johnson,SF,68
Joe Young,SF,64
Joel Embiid,SF,71
Joffrey Lauvergne,SF,70
John Henson,SF,70
John Wall,SF,73
Jonas Jerebko,SF,68
Jonas Valanciunas,SF,71
Jordan Bell,SF,69
Jordan Clarkson,SF,68
Jordan Crawford,SF,74
Jose Calderon,SF,69
Josh Huestis,SF,68
Josh Richardson,SF,69
Jrue Holiday,SF,71
Justin Anderson,SF,68
Justise Winslow,SF,70
Jusuf Nurkic,SF,70
Karl-Anthony Towns,SF,70
Kelly Olynyk,SF,71
Kelly Oubre Jr.,SF,69
Kevin Durant,SF,71
Kevin Love,SF,70
Kevon Looney,SF,69
Khris Middleton,SF,71
Klay Thompson,SF,69
Kyle Anderson,SF,69
Kyle Korver,SF,69
Kyle Lowry,SF,72
LaMarcus Aldridge,SF,71
Lance Stephenson,SF,71
Larry Nance Jr.,SF,70
LeBron James,SF,74
Lorenzo Brown,SF,69
Luc Mbah a Moute,SF,67
Lucas Nogueira,SF,67
Luke Babbitt,SF,65
Malcolm Brogdon,SF,69
Manu Ginobili,SF,71
Marcin Gortat,SF,69
Marco Belinelli,SF,69
Marcus Georges-Hunt,SF,66
Marcus Morris Sr.,SF,69
Marcus Smart,SF,70
Markelle Fultz,SF,69
Markieff Morris,SF,69
Matthew Dellavedova,SF,70
Maurice Harkless,SF,69
Meyers Leonard,SF,73
Mike Scott,SF,70
Myles Turner,SF,70
Nemanja Bjelica,SF,70
Nene,SF,70
Nick Young,SF,68
Nikola Mirotic,SF,70
Norman Powell,SF,68
O.G. Anunoby,SF,69
Otto Porter Jr.,SF,69
P.J. Tucker,SF,69
Pascal Siakam,SF,70
Pat Connaughton,SF,69
Patrick McCaw,SF,69
Patrick Patterson,SF,69
Patty Mills,SF,70
Pau Gasol,SF,71
Paul George,SF,70
Quinn Cook,SF,69
Rajon Rondo,SF,72
Raul Neto,SF,69
Raymond Felton,SF,70
Richaun Holmes,SF,66
Ricky Rubio,SF,72
Robert Covington,SF,69
Rodney Hood,SF,69
Rodney McGruder,SF,67
Royce O'Neale,SF,69
Rudy Gay,SF,69
Rudy Gobert,SF,70
Russell Westbrook,SF,73
Ryan Anderson,SF,68
Semi Ojeleye,SF,67
Serge Ibaka,SF,69
Shabazz Muhammad,SF,70
Shabazz Napier,SF,69
Shane Larkin,SF,70
Shaun Livingston,SF,70
Solomon Hill,SF,69
Stephen Curry,SF,71
Sterling Brown,SF,69
Steven Adams,SF,69
T.J. Leaf,SF,64
T.J. McConnell,SF,71
Taj Gibson,SF,69
Tarik Black,SF,68
Terrance Ferguson,SF,74
Terry Rozier,SF,71
Thaddeus Young,SF,70
Thon Maker,SF,69
Tim Frazier,SF,70
Tomas Satoransky,SF,67
Tony Bradley,SF,71
Tony Parker,SF,70
Tony Snell,SF,67
Trevor Ariza,SF,68
Trevor Booker,SF,69
Tristan Thompson,SF,69
Ty Lawson,SF,70
Tyler Johnson,SF,70
Tyler Zeller,SF,70
Tyus Jones,SF,68
Victor Oladipo,SF,72
Wade Baldwin IV,SF,69
Wayne Ellington,SF,69
Zach Collins,SF,69
Zaza Pachulia,SF,71
Zhou Qi,SF,71
Aaron Gordon,SF,71
Aaron Holiday,SF,68
Abdel Nader,SF,68
Al Horford,SF,71
Al-Farouq Aminu,SF,69
Alfonzo McKinnie,SF,68
Amir Johnson,SF,72
Andre Drummond,SF,70
Andre Iguodala,SF,70
Andrew Bogut,SF,71
Anfernee Simons,SF,67
Aron Baynes,SF,69
Austin Rivers,SF,69
Ben Simmons,SF,71
Blake Griffin,SF,72
Boban Marjanovic,SF,71
Bojan Bogdanovic,SF,70
Brad Wanamaker,SF,72
Brook Lopez,SF,69
Bruce Brown,SF,68
Bryn Forbes,SF,69
CJ McCollum,SF,70
Caris LeVert,SF,71
Chris Boucher,SF,70
Chris Paul,SF,71
Clint Capela,SF,70
Cory Joseph,SF,69
D'Angelo Russell,SF,71
D.J. Augustin,SF,71
D.J. Wilson,SF,71
Damian Jones,SF,70
Damian Lillard,SF,71
Daniel Theis,SF,68
Danilo Gallinari,SF,70
Danny Green,SF,68
Dante Cunningham,SF,72
Danuel House Jr.,SF,68
Darren Collison,SF,70
Davis Bertans,SF,68
DeMar DeRozan,SF,71
DeMarcus Cousins,SF,71
DeMarre Carroll,SF,68
Dennis Schroder,SF,70
Deonte Burton,SF,69
Derrick Favors,SF,71
Derrick White,SF,71
Domantas Sabonis,SF,72
Donatas Motiejunas,SF,73
Donovan Mitchell,SF,70
Doug McDermott,SF,69
Draymond Green,SF,71
Dzanan Musa,SF,68
Ed Davis,SF,70
Edmond Sumner,SF,69
Ekpe Udoh,SF,64
Enes Freedom,SF,70
Eric Bledsoe,SF,70
Eric Gordon,SF,69
Eric Moreland,SF,70
Ersan Ilyasova,SF,70
Evan Fournier,SF,69
Evan Turner,SF,69
Fred VanVleet,SF,69
Furkan Korkmaz,SF,70
Garrett Temple,SF,68
Gary Clark,SF,65
Gary Harris,SF,69
George Hill,SF,70
Georges Niang,SF,70
Gerald Green,SF,68
Giannis Antetokounmpo,SF,72
Glenn Robinson III,SF,69
Gordon Hayward,SF,69
Grayson Allen,SF,68
Greg Monroe,SF,69
Guerschon Yabusele,SF,70
Iman Shumpert,SF,68
Isaiah Hartenstein,SF,72
Ish Smith,SF,70
Ivica Zubac,SF,70
JJ Redick,SF,69
JaMychal Green,SF,70
Jacob Evans,SF,69
Jae Crowder,SF,69
Jake Layman,SF,67
Jakob Poeltl,SF,70
Jamal Murray,SF,71
James Ennis III,SF,69
James Harden,SF,73
Jared Dudley,SF,69
Jarell Martin,SF,69
Jarred Vanderbilt,SF,65
Jarrett Allen,SF,71
Jaylen Brown,SF,70
Jayson Tatum,SF,70
Jerami Grant,SF,69
Jeremy Lin,SF,71
Jerian Grant,SF,70
Jerome Robinson,SF,70
Jimmy Butler,SF,71
Jodie Meeks,SF,68
Joe Harris,SF,68
Joe Ingles,SF,70
Joel Embiid,SF,71
Jon Leuer,SF,67
Jonah Bolden,SF,68
Jonas Jerebko,SF,69
Jonathan Isaac,SF,68
Jonathon Simmons,SF,69
Jordan Bell,SF,70
Jose Calderon,SF,68
Juancho Hernangomez,SF,68
Kawhi Leonard,SF,72
Kenneth Faried,SF,71
Kevin Durant,SF,72
Kevon Looney,SF,70
Khem Birch,SF,70
Khris Middleton,SF,70
Khyri Thomas,SF,70
Klay Thompson,SF,69
Kyle Korver,SF,68
Kyle Lowry,SF,71
Kyle O'Quinn,SF,65
Kyrie Irving,SF,72
LaMarcus Aldridge,SF,70
Landry Shamet,SF,68
Langston Galloway,SF,68
Lonnie Walker IV,SF,69
Lou Williams,SF,73
Luke Kennard,SF,69
Malcolm Brogdon,SF,70
Malcolm Miller,SF,68
Malik Beasley,SF,69
Marc Gasol,SF,70
Marco Belinelli,SF,69
Marcus Morris Sr.,SF,70
Marcus Smart,SF,69
Markieff Morris,SF,69
Mason Plumlee,SF,70
Maurice Harkless,SF,69
Melvin Frazier Jr.,SF,68
Meyers Leonard,SF,70
Michael Carter-Williams,SF,70
Mike Scott,SF,69
Monte Morris,SF,70
Montrezl Harrell,SF,71
Myles Turner,SF,69
Nene,SF,72
Nerlens Noel,SF,69
Nikola Jokic,SF,73
Nikola Mirotic,SF,69
Nikola Vucevic,SF,70
Norman Powell,SF,69
P.J. Tucker,SF,69
Pascal Siakam,SF,70
Pat Connaughton,SF,69
Patrick Beverley,SF,70
Patrick McCaw,SF,68
Patty Mills,SF,69
Paul George,SF,71
Paul Millsap,SF,69
Quincy Pondexter,SF,67
Quinn Cook,SF,69
Raul Neto,SF,67
Raymond Felton,SF,68
Reggie Jackson,SF,72
Ricky Rubio,SF,72
Robert Williams III,SF,70
Rodions Kurucs,SF,69
Rodney Hood,SF,69
Rondae Hollis-Jefferson,SF,71
Royce O'Neale,SF,69
Rudy Gay,SF,70
Rudy Gobert,SF,70
Russell Westbrook,SF,73
Semi Ojeleye,SF,69
Serge Ibaka,SF,70
Seth Curry,SF,68
Shabazz Napier,SF,74
Shai Gilgeous-Alexander,SF,70
Shaun Livingston,SF,69
Sindarius Thornwell,SF,68
Skal Labissiere,SF,66
Spencer Dinwiddie,SF,70
Stephen Curry,SF,71
Sterling Brown,SF,69
Steven Adams,SF,70
T.J. Leaf,SF,67
T.J. McConnell,SF,69
Terrance Ferguson,SF,68
Terrence Ross,SF,69
Terry Rozier,SF,70
Thabo Sefolosha,SF,67
Thaddeus Young,SF,70
Theo Pinson,SF,70
Thon Maker,SF,68
Tim Frazier,SF,73
Tobias Harris,SF,70
Tony Snell,SF,67
Torrey Craig,SF,69
Treveon Graham,SF,67
Trey Lyles,SF,67
Tyreke Evans,SF,70
Tyrone Wallace,SF,70
Wayne Ellington,SF,68
Wes Iwundu,SF,69
Wesley Matthews,SF,68
Will Barton,SF,69
Wilson Chandler,SF,68
Zach Collins,SF,70
Zaza Pachulia,SF,68
Zhaire Smith,SF,64
Aaron Holiday,SF,70
Abdel Nader,SF,67
Al Horford,SF,69
Alec Burks,SF,69
Alex Caruso,SF,69
Alize Johnson,SF,64
Amir Coffey,SF,71
Andre Iguodala,SF,69
Andre Roberson,SF,65
Anfernee Simons,SF,69
Anthony Davis,SF,71
Antonius Cleveland,SF,68
Austin Rivers,SF,69
BJ Johnson,SF,71
Bam Adebayo,SF,71
Ben McLemore,SF,69
Boban Marjanovic,SF,70
Bol Bol,SF,71
Brad Wanamaker,SF,70
Brook Lopez,SF,69
Bruno Caboclo,SF,69
CJ McCollum,SF,70
Caris LeVert,SF,73
Carmelo Anthony,SF,69
Carsen Edwards,SF,65
Chris Boucher,SF,68
Chris Chiozza,SF,71
Chris Clemons,SF,69
Chris Paul,SF,71
D.J. Augustin,SF,72
Damian Lillard,SF,71
Daniel Theis,SF,69
Danilo Gallinari,SF,69
Danny Green,SF,68
Danuel House Jr.,SF,69
Darius Bazley,SF,70
DeMarre Carroll,SF,71
Delon Wright,SF,70
Dennis Schroder,SF,70
Deonte Burton,SF,64
Derrick Jones Jr.,SF,69
Dion Waiters,SF,68
Donovan Mitchell,SF,73
Donta Hall,SF,69
Donte DiVincenzo,SF,70
Dorian Finney-Smith,SF,70
Doug McDermott,SF,67
Duncan Robinson,SF,69
Dwight Howard,SF,70
Dzanan Musa,SF,69
Edmond Sumner,SF,67
Emmanuel Mudiay,SF,69
Enes Freedom,SF,70
Eric Bledsoe,SF,71
Eric Gordon,SF,70
Ersan Ilyasova,SF,68
Evan Fournier,SF,69
Frank Mason III,SF,67
Fred VanVleet,SF,71
Furkan Korkmaz,SF,67
Gabe Vincent,SF,64
Garrett Temple,SF,69
Gary Clark,SF,69
Gary Harris,SF,69
Gary Trent Jr.,SF,68
George Hill,SF,70
Georges Niang,SF,70
Giannis Antetokounmpo,SF,73
Goran Dragic,SF,71
Gordon Hayward,SF,69
Grant Williams,SF,70
Hamidou Diallo,SF,69
Hassan Whiteside,SF,69
Ivica Zubac,SF,70
J.J. Barea,SF,69
JR Smith,SF,68
JaKarr Sampson,SF,70
JaMychal Green,SF,69
JaVale McGee,SF,70
Jae Crowder,SF,69
Jamal Murray,SF,72
James Ennis III,SF,69
James Harden,SF,73
Jared Dudley,SF,65
Jarrell Brantley,SF,68
Jarrett Allen,SF,71
Javonte Green,SF,70
Jaylen Adams,SF,68
Jaylen Brown,SF,70
Jaylen Hoard,SF,69
Jayson Tatum,SF,71
Jeff Green,SF,70
Jerami Grant,SF,69
Jeremiah Martin,SF,70
Jimmy Butler,SF,72
Joakim Noah,SF,64
Joe Harris,SF,70
Joe Ingles,SF,70
Joel Embiid,SF,71
Jordan Clarkson,SF,70
Josh Reaves,SF,71
Josh Richardson,SF,70
Justin Anderson,SF,72
Justin Holiday,SF,69
Justin Jackson,SF,67
Jusuf Nurkic,SF,71
Juwan Morgan,SF,68
Kawhi Leonard,SF,72
Keita Bates-Diop,SF,67
Kelly Olynyk,SF,70
Kemba Walker,SF,71
Kendrick Nunn,SF,69
Kentavious Caldwell-Pope,SF,69
Khem Birch,SF,70
Khris Middleton,SF,71
Kristaps Porzingis,SF,70
Kyle Korver,SF,69
Kyle Kuzma,SF,69
Kyle Lowry,SF,71
Kyle O'Quinn,SF,69
Lance Thomas,SF,67
Landry Shamet,SF,69
LeBron James,SF,74
Lou Williams,SF,70
Luguentz Dort,SF,69
Luka Doncic,SF,74
Malcolm Brogdon,SF,72
Malcolm Miller,SF,68
Marc Gasol,SF,70
Marcus Morris Sr.,SF,70
Marcus Smart,SF,70
Mario Hezonja,SF,69
Markelle Fultz,SF,71
Markieff Morris,SF,69
Marvin Williams,SF,69
Mason Plumlee,SF,70
Matisse Thybulle,SF,68
Matt Thomas,SF,70
Maxi Kleber,SF,68
Meyers Leonard,SF,70
Michael Frazier II,SF,70
Michael Kidd-Gilchrist,SF,68
Michael Porter Jr.,SF,70
Mike Conley,SF,72
Mike Muscala,SF,70
Mike Scott,SF,69
Miye Oni,SF,69
Monte Morris,SF,70
Montrezl Harrell,SF,69
Myles Turner,SF,70
Nerlens Noel,SF,69
Nigel Williams-Goss,SF,72
Nikola Jokic,SF,72
Nikola Vucevic,SF,72
Noah Vonleh,SF,65
Norman Powell,SF,70
Norvel Pelle,SF,64
O.G. Anunoby,SF,69
P.J. Tucker,SF,69
PJ Dozier,SF,69
Pascal Siakam,SF,70
Pat Connaughton,SF,69
Patrick Beverley,SF,70
Patrick Patterson,SF,77
Paul George,SF,70
Paul Millsap,SF,69
Paul Watson,SF,68
Quinn Cook,SF,73
Rajon Rondo,SF,72
Raul Neto,SF,70
Rayjon Tucker,SF,68
Reggie Jackson,SF,69
Robert Covington,SF,70
Robert Williams III,SF,70
Robin Lopez,SF,69
Rodions Kurucs,SF,69
Rodney McGruder,SF,71
Romeo Langford,SF,68
Rondae Hollis-Jefferson,SF,69
Royce O'Neale,SF,69
Rudy Gobert,SF,70
Russell Westbrook,SF,71
Semi Ojeleye,SF,67
Serge Ibaka,SF,71
Seth Curry,SF,69
Shai Gilgeous-Alexander,SF,70
Shake Milton,SF,70
Solomon Hill,SF,69
Stanley Johnson,SF,73
Sterling Brown,SF,66
Steven Adams,SF,70
T.J. McConnell,SF,71
T.J. Warren,SF,70
Tacko Fall,SF,72
Talen Horton-Tucker,SF,70
Terance Mann,SF,68
Terence Davis,SF,70
Terrance Ferguson,SF,67
Terrence Ross,SF,70
Tim Hardaway Jr.,SF,69
Timothe Luwawu-Cabarrot,SF,69
Tobias Harris,SF,70
Tony Bradley,SF,69
Torrey Craig,SF,68
Tremont Waters,SF,74
Trey Burke,SF,70
Troy Daniels,SF,70
Tyler Cook,SF,66
Tyler Herro,SF,70
Tyler Johnson,SF,70
Tyson Chandler,SF,65
Vic Law,SF,77
Victor Oladipo,SF,70
Vincent Poirier,SF,73
Wenyen Gabriel,SF,70
Wes Iwundu,SF,68
Wesley Matthews,SF,69
Aaron Gordon,SF,69
Aaron Nesmith,SF,68
Abdel Nader,SF,67
Alec Burks,SF,70
Alex Caruso,SF,68
Alex Len,SF,70
Alfonzo McKinnie,SF,65
Alize Johnson,SF,70
Amir Coffey,SF,71
Andre Drummond,SF,70
Andre Iguodala,SF,70
Anfernee Simons,SF,70
Anthony Davis,SF,71
Anthony Gill,SF,65
Anthony Tolliver,SF,67
Austin Rivers,SF,69
Axel Toupane,SF,70
Bam Adebayo,SF,71
Ben McLemore,SF,68
Ben Simmons,SF,71
Blake Griffin,SF,70
Boban Marjanovic,SF,70
Bobby Portis,SF,69
Bogdan Bogdanovic,SF,69
Bojan Bogdanovic,SF,70
Bol Bol,SF,69
Bradley Beal,SF,71
Brandon Clarke,SF,68
Brook Lopez,SF,69
Bruce Brown,SF,70
Bruno Fernando,SF,70
Bryn Forbes,SF,69
CJ Elleby,SF,67
CJ McCollum,SF,70
Cam Reddish,SF,70
Cameron Johnson,SF,70
Cameron Payne,SF,71
Carmelo Anthony,SF,70
Carsen Edwards,SF,71
Cassius Winston,SF,76
Chandler Hutchison,SF,70
Chris Chiozza,SF,68
Chris Paul,SF,72
Clint Capela,SF,70
Damian Lillard,SF,73
Daniel Gafford,SF,70
Daniel Oturu,SF,68
Danilo Gallinari,SF,69
Danny Green,SF,69
Dario Saric,SF,70
Davis Bertans,SF,68
De'Andre Hunter,SF,69
De'Anthony Melton,SF,69
DeMarcus Cousins,SF,71
Deandre Ayton,SF,70
Dennis Schroder,SF,70
Derrick Favors,SF,70
Derrick Jones Jr.,SF,67
Derrick Rose,SF,71
Desmond Bane,SF,70
Devin Booker,SF,71
Dewayne Dedmon,SF,70
Dillon Brooks,SF,70
Donovan Mitchell,SF,72
Donte DiVincenzo,SF,68
Dorian Finney-Smith,SF,69
Duncan Robinson,SF,69
Dwight Howard,SF,70
Dwight Powell,SF,72
E'Twaun Moore,SF,71
Elfrid Payton,SF,67
Elijah Bryant,SF,69
Enes Freedom,SF,68
Ersan Ilyasova,SF,71
Evan Fournier,SF,69
Facundo Campazzo,SF,70
Frank Kaminsky,SF,71
Frank Ntilikina,SF,65
Furkan Korkmaz,SF,69
Gabe Vincent,SF,72
Garrison Mathews,SF,67
George Hill,SF,69
Georges Niang,SF,68
Giannis Antetokounmpo,SF,72
Goran Dragic,SF,70
Grant Williams,SF,69
Grayson Allen,SF,68
Harry Giles III,SF,69
Immanuel Quickley,SF,69
Isaac Bonga,SF,65
Isaiah Joe,SF,69
Ish Smith,SF,69
Ivica Zubac,SF,70
Ja Morant,SF,72
JaMychal Green,SF,69
JaVale McGee,SF,69
Jabari Parker,SF,70
Jae Crowder,SF,69
Jalen Brunson,SF,70
Jalen Smith,SF,70
James Harden,SF,73
Jared Dudley,SF,64
Jaren Jackson Jr.,SF,69
Jarrell Brantley,SF,66
Jay Scrubb,SF,65
Jayson Tatum,SF,72
Jeff Green,SF,70
Jeff Teague,SF,69
Jevon Carter,SF,69
Jimmy Butler,SF,71
Joe Harris,SF,69
Joe Ingles,SF,70
Joel Embiid,SF,72
John Collins,SF,70
John Konchar,SF,66
Jonas Valanciunas,SF,70
Jordan Clarkson,SF,70
Jordan Nwora,SF,69
Josh Green,SF,64
Josh Richardson,SF,69
Jrue Holiday,SF,71
Julius Randle,SF,71
Justin Jackson,SF,70
Justise Winslow,SF,70
Jusuf Nurkic,SF,71
Juwan Morgan,SF,68
KZ Okpala,SF,65
Kawhi Leonard,SF,72
Keljin Blevins,SF,68
Kemba Walker,SF,70
Kendrick Nunn,SF,69
Kentavious Caldwell-Pope,SF,68
Kevin Durant,SF,72
Kevin Huerter,SF,69
Kevin Knox II,SF,77
Khris Middleton,SF,71
Kris Dunn,SF,69
Kristaps Porzingis,SF,69
Kyle Anderson,SF,69
Kyle Kuzma,SF,68
Kyrie Irving,SF,70
Landry Shamet,SF,69
Langston Galloway,SF,67
LeBron James,SF,73
Lou Williams,SF,71
Luka Doncic,SF,74
Luke Kennard,SF,69
Luke Kornet,SF,71
Mamadi Diakite,SF,67
Marc Gasol,SF,73
Marcus Morris Sr.,SF,69
Marcus Smart,SF,71
Markieff Morris,SF,69
Markus Howard,SF,69
Matisse Thybulle,SF,68
Matt Thomas,SF,65
Max Strus,SF,65
Maxi Kleber,SF,69
Michael Porter Jr.,SF,70
Mikal Bridges,SF,69
Mike Conley,SF,72
Mike James,SF,69
Mike Scott,SF,68
Miye Oni,SF,65
Monte Morris,SF,71
Montrezl Harrell,SF,70
Nassir Little,SF,68
Nathan Knight,SF,68
Nemanja Bjelica,SF,70
Nerlens Noel,SF,69
Nic Claxton,SF,69
Nicolas Batum,SF,70
Nicolo Melli,SF,66
Nikola Jokic,SF,73
Norman Powell,SF,69
Obi Toppin,SF,70
Onyeka Okongwu,SF,69
P.J. Tucker,SF,68
Pat Connaughton,SF,69
Patrick Beverley,SF,69
Paul George,SF,71
Paul Millsap,SF,71
Paul Reed,SF,70
Payton Pritchard,SF,70
Precious Achiuwa,SF,71
RJ Barrett,SF,70
Rajon Rondo,SF,71
Raul Neto,SF,68
Rayjon Tucker,SF,69
Reggie Bullock,SF,69
Reggie Jackson,SF,70
Reggie Perry,SF,70
Robert Covington,SF,69
Robert Williams III,SF,70
Robin Lopez,SF,69
Romeo Langford,SF,69
Rondae Hollis-Jefferson,SF,70
Royce O'Neale,SF,70
Rudy Gobert,SF,70
Rui Hachimura,SF,70
Russell Westbrook,SF,73
Sam Merrill,SF,68
Semi Ojeleye,SF,66
Serge Ibaka,SF,71
Seth Curry,SF,70
Shake Milton,SF,69
Shaquille Harrison,SF,71
Skylar Mays,SF,71
Solomon Hill,SF,67
T.J. Leaf,SF,70
Tacko Fall,SF,67
Taj Gibson,SF,69
Talen Horton-Tucker,SF,70
Terance Mann,SF,69
Thanasis Antetokounmpo,SF,69
Tim Hardaway Jr.,SF,69
Timothe Luwawu-Cabarrot,SF,68
Tobias Harris,SF,70
Tony Snell,SF,66
Torrey Craig,SF,69
Trae Young,SF,73
Tremont Waters,SF,74
Trent Forrest,SF,68
Trevor Ariza,SF,68
Trey Burke,SF,66
Tristan Thompson,SF,70
Ty-Shon Alexander,SF,72
Tyler Herro,SF,69
Tyler Johnson,SF,68
Tyrese Maxey,SF,70
Tyus Jones,SF,69
Udoka Azubuike,SF,66
Vlatko Cancar,SF,72
Wesley Matthews,SF,68
Will Barton,SF,70
Willie Cauley-Stein,SF,70
Xavier Tillman,SF,67
Yogi Ferrell,SF,71
Zeke Nnaji,SF,71
Aaron Gordon,SF,70
Aaron Holiday,SF,74
Aaron Nesmith,SF,68
Al Horford,SF,70
Alex Caruso,SF,70
Andre Drummond,SF,69
Andre Iguodala,SF,70
Andrew Wiggins,SF,70
Anthony Edwards,SF,70
Armoni Brooks,SF,66
Austin Rivers,SF,68
Ayo Dosunmu,SF,69
Bam Adebayo,SF,70
Bismack Biyombo,SF,70
Blake Griffin,SF,70
Boban Marjanovic,SF,70
Bobby Portis,SF,70
Bogdan Bogdanovic,SF,71
Bojan Bogdanovic,SF,70
Bones Hyland,SF,71
Brandon Clarke,SF,70
Brandon Ingram,SF,72
Brook Lopez,SF,69
Bruce Brown,SF,70
Bryn Forbes,SF,69
CJ McCollum,SF,71
Caleb Martin,SF,69
Cam Thomas,SF,64
Cameron Johnson,SF,70
Cameron Payne,SF,69
Charles Bassey,SF,69
Chris Boucher,SF,70
Chris Paul,SF,72
Clint Capela,SF,68
Coby White,SF,70
D'Angelo Russell,SF,71
Dalano Banton,SF,74
Damion Lee,SF,69
Daniel Theis,SF,70
Danilo Gallinari,SF,69
Danny Green,SF,69
Danuel House Jr.,SF,68
Davis Bertans,SF,69
Day'Ron Sharpe,SF,64
De'Andre Hunter,SF,70
De'Anthony Melton,SF,69
DeAndre Jordan,SF,71
DeMar DeRozan,SF,70
DeMarcus Cousins,SF,73
Deandre Ayton,SF,71
Delon Wright,SF,70
Derrick Jones Jr.,SF,69
Derrick White,SF,69
Desmond Bane,SF,70
Devin Booker,SF,71
Devonte' Graham,SF,70
Dewayne Dedmon,SF,69
Dillon Brooks,SF,69
Donovan Mitchell,SF,72
Dorian Finney-Smith,SF,69
Draymond Green,SF,70
Duncan Robinson,SF,69
Dwight Powell,SF,69
Elfrid Payton,SF,71
Eric Paschall,SF,69
Facundo Campazzo,SF,67
Frank Ntilikina,SF,68
Fred VanVleet,SF,71
Furkan Korkmaz,SF,70
Gabe Vincent,SF,70
Garrett Temple,SF,65
Gary Payton II,SF,70
Gary Trent Jr.,SF,69
George Hill,SF,67
Georges Niang,SF,69
Giannis Antetokounmpo,SF,73
Goran Dragic,SF,70
Gorgui Dieng,SF,69
Grant Williams,SF,69
Grayson Allen,SF,69
Greg Monroe,SF,73
Hassan Whiteside,SF,68
Haywood Highsmith,SF,70
Herbert Jones,SF,69
Isaac Bonga,SF,72
Isaiah Joe,SF,68
Ish Wainright,SF,70
Ja Morant,SF,73
JaMychal Green,SF,69
JaVale McGee,SF,71
Jaden McDaniels,SF,70
Jaden Springer,SF,70
Jae Crowder,SF,69
Jalen Brunson,SF,71
Jalen Johnson,SF,65
James Harden,SF,72
Jared Butler,SF,66
Jaren Jackson Jr.,SF,69
Jarred Vanderbilt,SF,69
Jarrett Culver,SF,69
Javonte Green,SF,67
Jaxson Hayes,SF,69
Jaylen Brown,SF,71
Jaylen Nowell,SF,69
Jayson Tatum,SF,71
Jeff Green,SF,68
Jevon Carter,SF,69
Jimmy Butler,SF,72
Joel Embiid,SF,71
John Collins,SF,69
John Konchar,SF,69
Jonas Valanciunas,SF,71
Jonathan Kuminga,SF,70
Jordan Clarkson,SF,70
Jordan McLaughlin,SF,72
Jordan Nwora,SF,68
Jordan Poole,SF,71
Jose Alvarado,SF,70
Josh Green,SF,68
Josh Okogie,SF,64
Jrue Holiday,SF,71
Juan Toscano-Anderson,SF,71
Juancho Hernangomez,SF,69
Juwan Morgan,SF,66
Karl-Anthony Towns,SF,71
Kessler Edwards,SF,67
Kevin Durant,SF,71
Kevin Huerter,SF,70
Kevin Knox II,SF,74
Kevon Looney,SF,71
Khem Birch,SF,69
Khris Middleton,SF,71
Klay Thompson,SF,70
Kyle Anderson,SF,70
Kyle Lowry,SF,70
Kyrie Irving,SF,70
Landry Shamet,SF,69
Larry Nance Jr.,SF,70
Luca Vildoza,SF,71
Luka Doncic,SF,73
Luke Kornet,SF,71
Malachi Flynn,SF,66
Malik Beasley,SF,69
Malik Fitts,SF,71
Marcus Smart,SF,71
Markieff Morris,SF,66
Marquese Chriss,SF,70
Matisse Thybulle,SF,68
Max Strus,SF,69
Maxi Kleber,SF,70
Mikal Bridges,SF,69
Mike Conley,SF,70
Monte Morris,SF,71
Moses Moody,SF,69
Naji Marshall,SF,70
Naz Reid,SF,69
Nemanja Bjelica,SF,70
Nic Claxton,SF,70
Nickeil Alexander-Walker,SF,76
Nik Stauskas,SF,71
Nikola Jokic,SF,74
Nikola Vucevic,SF,71
O.G. Anunoby,SF,70
Omer Yurtseven,SF,71
Onyeka Okongwu,SF,69
Otto Porter Jr.,SF,70
P.J. Tucker,SF,69
Pascal Siakam,SF,71
Pat Connaughton,SF,69
Patrick Beverley,SF,70
Patrick Williams,SF,69
Patty Mills,SF,69
Paul Millsap,SF,67
Paul Reed,SF,70
Payton Pritchard,SF,70
Precious Achiuwa,SF,69
Rayjon Tucker,SF,67
Reggie Bullock,SF,69
Robert Williams III,SF,70
Royce O'Neale,SF,69
Rudy Gobert,SF,70
Sam Hauser,SF,71
Scottie Barnes,SF,70
Serge Ibaka,SF,69
Seth Curry,SF,70
Shake Milton,SF,70
Skylar Mays,SF,71
Spencer Dinwiddie,SF,71
Stephen Curry,SF,72
Sterling Brown,SF,70
Steven Adams,SF,70
Svi Mykhailiuk,SF,66
Taurean Prince,SF,70
Thaddeus Young,SF,70
Thanasis Antetokounmpo,SF,69
Timothe Luwawu-Cabarrot,SF,69
Tobias Harris,SF,70
Tony Bradley,SF,74
Torrey Craig,SF,69
Trae Young,SF,71
